GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
3.0,3.5,657,70.0,"Lin AW, Siscovick D, Sternfeld B, Schreiner P, Lewis CE, Wang ET, Merkin SS, Wellons M, Steffen L, Calderon-Margalit R, Cassano PA, Lujan ME. Associations of diet, physical activity and polycystic ovary syndrome in the Coronary Artery Risk Development in Young Adults Women's Study. BMC Public Health. 2021 Jan 6;21(1):35. doi: 10.1186/s12889-020-10028-5. PMID: 33407255; PMCID: PMC7789704.",primary_citation,,Lin AW,2021,"Lin AW et al., 2021",10.1186/s12889-020-10028-5,33407255.0,,,,"Associations of diet, physical activity and polycystic ovary syndrome in the Coronary Artery Risk Development in Young Adults Women’s Study",pmid:33407255,
3.0,3.5,658,70.0,"Lu L, Li X, Lv L, Xu Y, Wu B, Huang C. Dietary and serum n-3 PUFA and polycystic ovary syndrome: a matched case-control study. Br J Nutr. 2021 Aug 10:1-10. doi: 10.1017/S0007114521003007. Epub ahead of print. PMID: 34372961.",primary_citation,,Lu L,2021,"Lu L et al., 2021",10.1017/s0007114521003007,34372961.0,,,,Dietary and serum <i>n</i>-3 PUFA and polycystic ovary syndrome: a matched case–control study,pmid:34372961,
3.0,3.5,659,70.0,"Mario FM, do Amarante F, Toscani MK, Spritzer PM. Lean muscle mass in classic or ovulatory PCOS: association with central obesity and insulin resistance. Exp Clin Endocrinol Diabetes. 2012 Oct;120(9):511-6. doi: 10.1055/s-0032-1309006. Epub 2012 May 10. PMID: 22576259.",primary_citation,,Mario FM,2012,"Mario FM et al., 2012",10.1055/s-0032-1309006,22576259.0,,,,Lean Muscle Mass in Classic or Ovulatory PCOS: Association with Central Obesity and Insulin Resistance,pmid:22576259,
3.0,3.5,660,70.0,"Mario FM, Graff SK, Spritzer PM. Habitual physical activity is associated with improved anthropometric and androgenic profile in PCOS: a cross-sectional study. J Endocrinol Invest. 2017 Apr;40(4):377-384. doi: 10.1007/s40618-016-0570-1. Epub 2016 Oct 22. PMID: 27771865.",primary_citation,,Mario FM,2017,"Mario FM et al., 2017",10.1007/s40618-016-0570-1,27771865.0,,,,Habitual physical activity is associated with improved anthropometric and androgenic profile in PCOS: a cross-sectional study,pmid:27771865,
3.0,3.5,661,70.0,"Melekoglu E, Goksuluk D, Akal Yildiz E. Association between Dietary Glycaemic Index and Glycaemic Load and Adiposity Indices in Polycystic Ovary Syndrome. J Am Coll Nutr. 2020 Aug;39(6):537-546. doi: 10.1080/07315724.2019.1705200. Epub 2019 Dec 30. PMID: 31887072.",primary_citation,,Melekoglu E,2020,"Melekoglu E et al., 2020",10.1080/07315724.2019.1705200,31887072.0,,,,Association between Dietary Glycaemic Index and Glycaemic Load and Adiposity Indices in Polycystic Ovary Syndrome,pmid:31887072,
3.0,3.5,662,70.0,"Misir A, Banjari I, Loncar I. COMPARISON OF DIET IN WOMEN OF REPRODUCTIVE AGE WITH AND WITHOUT DIAGNOSED POLYCYSTIC OVARY SYNDROME - PILOT STUDY. Med Pregl. 2016 Sep;69(9-10):274-280. English, Welsh. doi: 10.2298/mpns1610274m. PMID: 29693849.",primary_citation,,Misir A,2016,"Misir A et al., 2016",10.2298/mpns1610274m,29693849.0,,,,Comparison of diet in women of reproductive age with and without diagnosed polycystic ovary syndrome: Pilot study,pmid:29693849,
3.0,3.5,663,70.0,"Navarro-Lafuente F, Arense-Gonzalo JJ, Sánchez-Ferrer ML, Prieto-Sánchez MT, Cutillas-Tolín A, Mendiola J, Adoamnei E, Gazabat-Barbado E, Vioque J, Torres-Cantero AM. Fat intake pattern in women with polycystic ovary syndrome. Reprod Biomed Online. 2022 Jan;44(1):93-103. doi: 10.1016/j.rbmo.2021.08.015. Epub 2021 Aug 24. PMID: 34654614.",primary_citation,,Navarro-Lafuente F,2022,"Navarro-Lafuente F et al., 2022",10.1016/j.rbmo.2021.08.015,34654614.0,,,,Fat intake pattern in women with polycystic ovary syndrome,pmid:34654614,
3.0,3.5,664,70.0,"Neubronner SA, Indran IR, Chan YH, Thu AWP, Yong EL. Effect of body mass index (BMI) on phenotypic features of polycystic ovary syndrome (PCOS) in Singapore women: a prospective cross-sectional study. BMC Womens Health. 2021 Apr 1;21(1):135. doi: 10.1186/s12905-021-01277-6. PMID: 33794861; PMCID: PMC8017849.",primary_citation,,Neubronner SA,2021,"Neubronner SA et al., 2021",10.1186/s12905-021-01277-6,33794861.0,,,,Effect of body mass index (BMI) on phenotypic features of polycystic ovary syndrome (PCOS) in Singapore women: a prospective cross-sectional study,pmid:33794861,
3.0,3.5,665,70.0,"Noormohammadi M, Eslamian G, Malek S, Shoaibinobarian N, Mirmohammadali SN. The association between fertility diet score and polycystic ovary syndrome: A Case-Control study. Health Care Women Int. 2022 Jan-Mar;43(1-3):70-84. doi: 10.1080/07399332.2021.1886298. Epub 2021 Apr 2. PMID: 33797335.",primary_citation,,Noormohammadi M,2022,"Noormohammadi M et al., 2022",10.1080/07399332.2021.1886298,33797335.0,,,,The association between fertility diet score and polycystic ovary syndrome: A Case-Control study,pmid:33797335,
3.0,3.5,666,70.0,"Orio F Jr, Giallauria F, Palomba S, Cascella T, Manguso F, Vuolo L, Russo T, Tolino A, Lombardi G, Colao A, Vigorito C. Cardiopulmonary impairment in young women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2006 Aug;91(8):2967-71. doi: 10.1210/jc.2006-0216. Epub 2006 Jun 6. PMID: 16757529.",primary_citation,,Orio F Jr,2006,"Orio F Jr et al., 2006",10.1210/jc.2006-0216,16757529.0,,,,Cardiopulmonary Impairment in Young Women with Polycystic Ovary Syndrome,pmid:16757529,
3.0,3.5,667,70.0,"Panjeshahin A, Salehi-Abargouei A, Anari AG, Mohammadi M, Hosseinzadeh M. Association between empirically derived dietary patterns and polycystic ovary syndrome: A case-control study. Nutrition. 2020 Nov-Dec;79-80:110987. doi: 10.1016/j.nut.2020.110987. Epub 2020 Aug 28. PMID: 32947130.",primary_citation,,Panjeshahin A,2020,"Panjeshahin A et al., 2020",10.1016/j.nut.2020.110987,32947130.0,,,,Association between empirically derived dietary patterns and polycystic ovary syndrome: A case-control study,pmid:32947130,
3.0,3.5,668,70.0,"Pokorska-Niewiada K, Brodowska A, Szczuko M. The Content of Minerals in the PCOS Group and the Correlation with the Parameters of Metabolism. Nutrients. 2021 Jun 28;13(7):2214. doi: 10.3390/nu13072214. PMID: 34203167; PMCID: PMC8308369.",primary_citation,,Pokorska-Niewiada K,2021,"Pokorska-Niewiada K et al., 2021",10.3390/nu13072214,34203167.0,,,,The Content of Minerals in the PCOS Group and the Correlation with the Parameters of Metabolism,pmid:34203167,
3.0,3.5,669,70.0,"Sedighi S, Amir Ali Akbari S, Afrakhteh M, Esteki T, Alavi Majd H, Mahmoodi Z. Comparison of lifestyle in women with polycystic ovary syndrome and healthy women. Glob J Health Sci. 2014 Aug 31;7(1):228-34. doi: 10.5539/gjhs.v7n1p228. PMID: 25560358; PMCID: PMC4796416.",primary_citation,,Sedighi S,2014,"Sedighi S et al., 2014",10.5539/gjhs.v7n1p228,25560358.0,,,,Comparison of Lifestyle in Women With Polycystic Ovary Syndrome and Healthy Women,pmid:25560358,
3.0,3.5,670,70.0,"Shahdadian F, Ghiasvand R, Abbasi B, Feizi A, Saneei P, Shahshahan Z. Association between major dietary patterns and polycystic ovary syndrome: evidence from a case-control study. Appl Physiol Nutr Metab. 2019 Jan;44(1):52-58. doi: 10.1139/apnm-2018-0145. Epub 2018 Jul 3. PMID: 29969571.",primary_citation,,Shahdadian F,2019,"Shahdadian F et al., 2019",10.1139/apnm-2018-0145,29969571.0,,,,Association between major dietary patterns and polycystic ovary syndrome: evidence from a case-control study,pmid:29969571,
3.0,3.5,671,70.0,"Shishehgar F, Ramezani Tehrani F, Mirmiran P, Hajian S, Baghestani AR, Moslehi N. Comparison of Dietary Intake between Polycystic Ovary Syndrome Women and Controls. Glob J Health Sci. 2016 Sep 1;8(9):54801. doi: 10.5539/gjhs.v8n9p302. PMID: 27157182; PMCID: PMC5064084.",primary_citation,,Shishehgar F,2016,"Shishehgar F et al., 2016",10.5539/gjhs.v8n9p302,27157182.0,,,,Comparison of Dietary Intake between Polycystic Ovary Syndrome Women and Controls,pmid:27157182,
3.0,3.5,672,70.0,"Shishehgar F, Tehrani FR, Mirmiran P, Hajian S, Baghestani AR, Moslehi N. Factors Influencing Physical Activity in Women with Polycystic Ovary Syndrome in Comparison to Eumenorrheic Non Hirsute Women. Glob J Health Sci. 2016 Oct 1;8(10):56382. doi: 10.5539/gjhs.v8n10p127. PMID: 27302456.",primary_citation,,Shishehgar F,2016,"Shishehgar F et al., 2016",10.5539/gjhs.v8n10p127,27302456.0,,,,Factors Influencing Physical Activity in Women with Polycystic Ovary Syndrome in Comparison to Eumenorrheic Non Hirsute Women,pmid:27302456,
3.0,3.5,673,70.0,"Shishehgar F, Mirmiran P, Rahmati M, Tohidi M, Ramezani Tehrani F. Does a restricted energy low glycemic index diet have a different effect on overweight women with or without polycystic ovary syndrome? BMC Endocr Disord. 2019 Sep 2;19(1):93. doi: 10.1186/s12902-019-0420-1. PMID: 31477085; PMCID: PMC6720418.",primary_citation,,Shishehgar F,2019,"Shishehgar F et al., 2019",10.1186/s12902-019-0420-1,31477085.0,,,,Does a restricted energy low glycemic index diet have a different effect on overweight women with or without polycystic ovary syndrome?,pmid:31477085,
3.0,3.5,674,70.0,"Soodi S, Keshavarz SA, Hosseini S, Abbasi B. Dietary diversity score is inversely related to the risk of polycystic ovary syndrome in Tehranian women: a case-control study. Appl Physiol Nutr Metab. 2021 Dec 8:1-6. doi: 10.1139/apnm-2021-0359. Epub ahead of print. PMID: 34878921.",primary_citation,,Soodi S,2021,"Soodi S et al., 2021",10.1139/apnm-2021-0359,34878921.0,,,,Dietary diversity score is inversely related to the risk of polycystic ovary syndrome in Tehranian women: a case-control study,pmid:34878921,
3.0,3.5,675,70.0,"Szczuko M, Szydłowska I, Nawrocka-Rutkowska J. A Properly Balanced Reduction Diet and/or Supplementation Solve the Problem with the Deficiency of These Vitamins Soluble in Water in Patients with PCOS. Nutrients. 2021 Feb 26;13(3):746. doi: 10.3390/nu13030746. PMID: 33652684; PMCID: PMC7996738.",primary_citation,,Szczuko M,2021,"Szczuko M et al., 2021",10.3390/nu13030746,33652684.0,,,,A Properly Balanced Reduction Diet and/or Supplementation Solve the Problem with the Deficiency of These Vitamins Soluble in Water in Patients with PCOS,pmid:33652684,
3.0,3.5,676,70.0,"Thara, C., & Divakar, S. U. M. A. (2017). Assessment of nutritional status of PCOS women in Kerala. International Journal of Applied Home Science, 4(9-10), 717-722.",primary_citation,,Thara,2017,"Thara et al., 2017",,,,,Serum level of anti‐mullerian hormone after exercise training in women with polycystic ovary syndrome: a randomised controlled trial,,,
3.0,3.5,677,70.0,"Thomson RL, Buckley JD, Moran LJ, Noakes M, Clifton PM, Norman RJ, Brinkworth GD. Comparison of aerobic exercise capacity and muscle strength in overweight women with and without polycystic ovary syndrome. BJOG. 2009 Aug;116(9):1242-50. doi: 10.1111/j.1471-0528.2009.02177.x. Epub 2009 May 11. PMID: 19438498.",primary_citation,,Thomson RL,2009,"Thomson RL et al., 2009",10.1111/j.1471-0528.2009.02177.x,19438498.0,,,,Comparison of aerobic exercise capacity and muscle strength in overweight women with and without polycystic ovary syndrome,pmid:19438498,
3.0,3.5,678,70.0,"Toscani MK, Mario FM, Radavelli-Bagatini S, Wiltgen D, Matos MC, Spritzer PM. Effect of high-protein or normal-protein diet on weight loss, body composition, hormone, and metabolic profile in southern Brazilian women with polycystic ovary syndrome: a randomized study. Gynecol Endocrinol. 2011 Nov;27(11):925-30. doi: 10.3109/09513590.2011.564686. Epub 2011 May 31. PMID: 21627406.",primary_citation,,Toscani MK,2011,"Toscani MK et al., 2011",10.3109/09513590.2011.564686,21627406.0,,,,"Effect of high-protein or normal-protein diet on weight loss, body composition, hormone, and metabolic profile in southern Brazilian women with polycystic ovary syndrome: a randomized study",pmid:21627406,
3.0,3.5,679,70.0,"Toscani MK, Mario FM, Radavelli-Bagatini S, Spritzer PM. Insulin resistance is not strictly associated with energy intake or dietary macronutrient composition in women with polycystic ovary syndrome. Nutr Res. 2011 Feb;31(2):97-103. doi: 10.1016/j.nutres.2011.01.009. PMID: 21419313.",primary_citation,,Toscani MK,2011,"Toscani MK et al., 2011",10.1016/j.nutres.2011.01.009,21419313.0,,,,Insulin resistance is not strictly associated with energy intake or dietary macronutrient composition in women with polycystic ovary syndrome,pmid:21419313,
3.0,3.5,680,70.0,"Tsai YH, Wang TW, Wei HJ, Hsu CY, Ho HJ, Chen WH, Young R, Liaw CM, Chao JC. Dietary intake, glucose metabolism and sex hormones in women with polycystic ovary syndrome (PCOS) compared with women with non-PCOS-related infertility. Br J Nutr. 2013 Jun 28;109(12):2190-8. doi: 10.1017/S0007114512004369. Epub 2012 Oct 10. Erratum in: Br J Nutr. 2014 Jun 14;111(11):2045. PMID: 23046530.",primary_citation,,Tsai YH,2013,"Tsai YH et al., 2013",10.1017/s0007114512004369,,,,,"Dietary intake, glucose metabolism and sex hormones in women with polycystic ovary syndrome (PCOS) compared with women with non-PCOS-related infertility",pmid:24650676,10.1017/s0007114512004369
3.0,3.5,681,70.0,"Wang Z, Groen H, Cantineau AEP, van Elten TM, Karsten MDA, van Oers AM, Mol BWJ, Roseboom TJ, Hoek A. Dietary Intake, Eating Behavior, Physical Activity, and Quality of Life in Infertile Women with PCOS and Obesity Compared with Non-PCOS Obese Controls. Nutrients. 2021 Oct 8;13(10):3526. doi: 10.3390/nu13103526. PMID: 34684528; PMCID: PMC8538395.",primary_citation,,Wang Z,2021,"Wang Z et al., 2021",10.3390/nu13103526,34684528.0,,,,"Dietary Intake, Eating Behavior, Physical Activity, and Quality of Life in Infertile Women with PCOS and Obesity Compared with Non-PCOS Obese Controls",pmid:34684528,
3.0,3.5,682,70.0,"Wang Z, Groen H, Cantineau AEP, van Elten TM, Karsten MDA, van Oers AM, Mol BWJ, Roseboom TJ, Hoek A. Effectiveness of a 6-Month Lifestyle Intervention on Diet, Physical Activity, Quality of Life, and Markers of Cardiometabolic Health in Women with PCOS and Obesity and Non-PCOS Obese Controls: One Size Fits All? Nutrients. 2021 Sep 28;13(10):3425. doi: 10.3390/nu13103425. PMID: 34684438; PMCID: PMC8538637.",primary_citation,,Wang Z,2021,"Wang Z et al., 2021",10.3390/nu13103425,34684438.0,,,,"Effectiveness of a 6-Month Lifestyle Intervention on Diet, Physical Activity, Quality of Life, and Markers of Cardiometabolic Health in Women with PCOS and Obesity and Non-PCOS Obese Controls: One Size Fits All?",pmid:34684438,
3.0,3.5,683,70.0,"Wang Q, Sun Y, Xu Q, Liu W, Wang P, Yao J, Zhao A, Chen Y, Wang W. Higher dietary inflammation potential and certain dietary patterns are associated with polycystic ovary syndrome risk in China: A case-control study. Nutr Res. 2022 Apr;100:1-18. doi: 10.1016/j.nutres.2021.12.006. Epub 2022 Jan 5. PMID: 35108617.",primary_citation,,Wang Q,2022,"Wang Q et al., 2022",10.1016/j.nutres.2021.12.006,35108617.0,,,,Higher dietary inflammation potential and certain dietary patterns are associated with polycystic ovary syndrome risk in China: A case-control study,pmid:35108617,
3.0,3.5,684,70.0,"Wright CE, Zborowski JV, Talbott EO, McHugh-Pemu K, Youk A. Dietary intake, physical activity, and obesity in women with polycystic ovary syndrome. Int J Obes Relat Metab Disord. 2004 Aug;28(8):1026-32. doi: 10.1038/sj.ijo.0802661. PMID: 15159768.",primary_citation,,Wright CE,2004,"Wright CE et al., 2004",10.1038/sj.ijo.0802661,15159768.0,,,,"Dietary intake, physical activity, and obesity in women with polycystic ovary syndrome",pmid:15159768,
3.0,3.5,685,70.0,"Zhang J, Liu Y, Liu X, Xu L, Zhou L, Tang L, Zhuang J, Guo W, Hu R. High Intake of Energy and Fat in Southwest Chinese Women with PCOS: A Population-Based Case-Control Study. PLoS One. 2015 May 20;10(5):e0127094. doi: 10.1371/journal.pone.0127094. PMID: 25993656; PMCID: PMC4439160.",primary_citation,,Zhang J,2015,"Zhang J et al., 2015",10.1371/journal.pone.0127094,25993656.0,,,,High Intake of Energy and Fat in Southwest Chinese Women with PCOS: A Population-Based Case-Control Study,pmid:25993656,
3.0,3.5,686,70.0,"Zhang B, Zhou W, Shi Y, Zhang J, Cui L, Chen ZJ. Lifestyle and environmental contributions to ovulatory dysfunction in women of polycystic ovary syndrome. BMC Endocr Disord. 2020 Jan 30;20(1):19. doi: 10.1186/s12902-020-0497-6. PMID: 32000752; PMCID: PMC6993477.",primary_citation,,Zhang B,2020,"Zhang B et al., 2020",10.1186/s12902-020-0497-6,32000752.0,,,,Lifestyle and environmental contributions to ovulatory dysfunction in women of polycystic ovary syndrome,pmid:32000752,
3.0,3.5,687,70.0,"Zhang J, Zhou K, Luo L, Liu Y, Liu X, Xu L. Effects of exercise and dietary habits on the occurrence of polycystic ovary syndrome over 5 years of follow-up. Int J Gynaecol Obstet. 2018 Sep;142(3):329-337. doi: 10.1002/ijgo.12563. Epub 2018 Jun 27. PMID: 29877578.",primary_citation,,Zhang J,2018,"Zhang J et al., 2018",10.1002/ijgo.12563,29877578.0,,,,Effects of exercise and dietary habits on the occurrence of polycystic ovary syndrome over 5 years of follow‐up,pmid:29877578,
3.0,3.5,688,70.0,"Zirak Sharkesh E, Keshavarz SA, Nazari L, Abbasi B. The dietary inflammatory index is directly associated with polycystic ovary syndrome: A case-control study. Clin Endocrinol (Oxf). 2022 May;96(5):698-706. doi: 10.1111/cen.14672. Epub 2022 Jan 7. PMID: 34961961.",primary_citation,,Zirak Sharkesh E,2022,"Zirak Sharkesh E et al., 2022",10.1111/cen.14672,34961961.0,,,,The dietary inflammatory index is directly associated with polycystic ovary syndrome: A case‐control study,pmid:34961961,
3.0,3.5,689,70.0,"Bialka-Kosiec, Agnieszka A., et al. ""Body mass composition and dietary habits in adolescents with polycystic ovary syndrome."" Ginekologia Polska 90.10 (2019): 589-595.",primary_citation,,Bialka-Kosiec,2019,"Bialka-Kosiec et al., 2019",10.5603/gp.2019.0103,,,,,Body mass composition and dietary habits in adolescents with polycystic ovary syndrome,pmid:31686416,10.5603/gp.2019.0103
3.0,3.5,690,70.0,"Eleftheriadou, M., et al. ""Exercise and sedentary habits among adolescents with PCOS."" Journal of Pediatric and Adolescent Gynecology 25.3 (2012): 172-174.",primary_citation,,Eleftheriadou,2012,"Eleftheriadou et al., 2012",10.1016/j.jpag.2011.11.009,,,,,Exercise and Sedentary Habits Among Adolescents with PCOS,pmid:22260889,10.1016/j.jpag.2011.11.009
3.0,3.5,691,70.0,"Eleftheriadou, Maria, et al. ""Dietary habits in adolescent girls with polycystic ovarian syndrome."" Gynecological Endocrinology 31.4 (2015): 269-271.",primary_citation,,Eleftheriadou,2015,"Eleftheriadou et al., 2015",10.3109/09513590.2014.984677,,,,,Dietary habits in adolescent girls with polycystic ovarian syndrome,pmid:25430596,10.3109/09513590.2014.984677
3.0,3.5,692,70.0,"Kulshreshtha, Bindu, et al. ""PCOS patients differ in meal timings rather than total caloric or macronutrient intake in comparison to weight matched controls."" European Journal of Obstetrics & Gynecology and Reproductive Biology 270 (2022): 11-16.",primary_citation,,Kulshreshtha,2022,"Kulshreshtha et al., 2022",10.1016/j.ejogrb.2021.12.023,,,,,PCOS patients differ in meal timings rather than total caloric or macronutrient intake in comparison to weight matched controls,pmid:35007973,10.1016/j.ejogrb.2021.12.023
3.0,3.5,693,70.0,"Mizgier, Małgorzata, et al. ""Association of Macronutrients Composition, Physical Activity and Serum Androgen Concentration in Young Women with Polycystic Ovary Syndrome."" Nutrients 14.1 (2021): 73.",primary_citation,,Mizgier,2021,"Mizgier et al., 2021",10.3390/nu14010073,,,,,"Association of Macronutrients Composition, Physical Activity and Serum Androgen Concentration in Young Women with Polycystic Ovary Syndrome",pmid:35010948,10.3390/nu14010073
3.0,3.5,694,70.0,"Mizgier, Małgorzata, et al. ""Dietary and Physical Activity Habits in Adolescent Girls with Polycystic Ovary Syndrome (PCOS)-HAstudy."" Journal of Clinical Medicine 10.16 (2021): 3469.",primary_citation,,Mizgier,2021,"Mizgier et al., 2021",10.3390/jcm10163469,,,,,Dietary and Physical Activity Habits in Adolescent Girls with Polycystic Ovary Syndrome (PCOS)-HAstudy,pmid:34441766,10.3390/jcm10163469
3.0,3.6,695,7.0,"Amiri, F. N., Tehrani, F. R., Simbar, M., Montazeri, A., & Thamtan, R. A. M. (2014). The experience of women affected by polycystic ovary syndrome: a qualitative study from Iran. International journal of endocrinology and metabolism, 12(2). https://doi.org/10.5812/ijem.13612",primary_citation,,Amiri,2014,"Amiri et al., 2014",10.5812/ijem.13612,,,,,The Experience of Women Affected by Polycystic Ovary Syndrome: A Qualitative Study From Iran,pmid:24829583,10.5812/ijem.13612
3.0,3.6,696,7.0,"Chopra, S., Zehrung, R., Shanmugam, T. A., & Choe, E. K. (2021, May). Living with uncertainty and stigma: self-experimentation and support-seeking around polycystic ovary syndrome. In Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems (pp. 1-18). https://doi.org/10.1145/3411764. 3445706",primary_citation,,Chopra,2021,"Chopra et al., 2021",10.1145/3411764,,,,,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,10.1145/3411764
3.0,3.6,697,7.0,"Ismayilova, M., & Yaya, S. (2022). ‘I'm usually being my own doctor’: women's experiences of managing polycystic ovary syndrome in Canada. International Health. https://doi.org/10.1093/inthealth/ihac028",primary_citation,,Ismayilova,2022,"Ismayilova et al., 2022",10.1093/inthealth/ihac028,,,,,‘I'm usually being my own doctor’: women's experiences of managing polycystic ovary syndrome in Canada,pmid:35567790,10.1093/inthealth/ihac028
3.0,3.6,698,7.0,"Jones, G. L., Hall, J. M., Lashen, H. L., Balen, A. H., & Ledger, W. L. (2011). Health‐related quality of life among adolescents with polycystic ovary syndrome. Journal of Obstetric, Gynecologic & Neonatal Nursing, 40(5), 577-588. https://doi.org/10.1111/j.1552-6909.2011.01279.x",primary_citation,,Jones,2011,"Jones et al., 2011",10.1111/j.1552-6909.2011.01279.x,,,,,Health‐Related Quality of Life Among Adolescents with Polycystic Ovary Syndrome,pmid:22273414,10.1111/j.1552-6909.2011.01279.x
3.0,3.6,699,7.0,"Moran, L. J., Tan, Z. Q., Bayer, S., Boyle, J. A., Robinson, T., & Lim, S. S. (2022). Perspectives of allied health professionals on implementation of the lifestyle polycystic ovary syndrome guidelines: a qualitative study. Journal of the Academy of Nutrition and Dietetics, 122(7), 1305-1316. https://doi.org/10.1016/j.jand.2021.11.013",primary_citation,,Moran,2022,"Moran et al., 2022",10.1016/j.jand.2021.11.013,,,,,Perspectives of Allied Health Professionals on Implementation of the Lifestyle Polycystic Ovary Syndrome Guidelines: A Qualitative Study,pmid:34800697,10.1016/j.jand.2021.11.013
3.0,3.6,700,7.0,"Tomlinson, J., Pinkney, J., Adams, L., Stenhouse, E., Bendall, A., Corrigan, O., & Letherby, G. (2017). The diagnosis and lived experience of polycystic ovary syndrome: A qualitative study. Journal of advanced nursing, 73(10), 2318-2326. https://doi.org/10.1111/jan.13300",primary_citation,,Tomlinson,2017,"Tomlinson et al., 2017",10.1111/jan.13300,,,,,The diagnosis and lived experience of polycystic ovary syndrome: A qualitative study,pmid:28329428,10.1111/jan.13300
3.0,3.6,701,7.0,"Williams, S., Sheffield, D., & Knibb, R. C. (2016). A snapshot of the lives of women with polycystic ovary syndrome: A photovoice investigation. Journal of Health Psychology, 21(6), 1170-1182. https://doi.org/10.1177/1359105314547941",primary_citation,,Williams,2016,"Williams et al., 2016",10.1177/1359105314547941,,,,,A snapshot of the lives of women with polycystic ovary syndrome: A photovoice investigation,pmid:25205774,10.1177/1359105314547941
4.0,4.2 / 4.3,702,85.0,"Aghamohammadzadeh N, Aliasgarzadeh A, Baglar L, Abdollahifard S, Bahrami A, Najafipour F, et al. Comparison of metformin and cyproteroneestrodiol compound effect on hs c-reactive protein and serum androgen levels in patients with poly cystic ovary syndrome. Pakistan journal of medical sciences. 2010;26(2):347-51.",primary_citation,,Aghamohammadzadeh N,2010,"Aghamohammadzadeh N et al., 2010",,,,54806151.0,Assessment of nutritional status of PCOS women in Kerala,,,
4.0,4.2 / 4.3,703,85.0,"Allen HF, Mazzoni C, Heptulla RA, Murray MA, Miller N, Koenigs L, et al. Randomized controlled trial evaluating response to metformin versus standard therapy in the treatment of adolescents with polycystic ovary syndrome. J Pediatr Endocrinol Metab. 2005;18(8):761-8.",primary_citation,,Allen HF,2005,"Allen HF et al., 2005",10.1515/jpem.2005.18.8.761,,,,,Randomized Controlled Trial Evaluating Response to Metformin Versus Standard Therapy in the Treatment of Adolescents with Polycystic Ovary Syndrome,pmid:16200842,10.1515/jpem.2005.18.8.761
4.0,4.2 / 4.3,704,85.0,"Alpañés M, Álvarez-Blasco F, Fernández-Durán E, Luque-Ramírez M, Escobar-Morreale HF. Combined oral contraceptives plus spironolactone compared with metformin in women with polycystic ovary syndrome: a one-year randomized clinical trial. European journal of endocrinology / European Federation of Endocrine Societies. 2017;177(5):399-408.",primary_citation,,Alpañés M,2017,"Alpañés M et al., 2017",10.1530/eje-17-0516,,,,,Combined oral contraceptives plus spironolactone compared with metformin in women with polycystic ovary syndrome: a one-year randomized clinical trial,pmid:28912358,10.1530/eje-17-0516
4.0,4.2 / 4.3,705,85.0,"Al-Zubeidi H, Klein KO. Randomized clinical trial evaluating metformin versus oral contraceptive pills in the treatment of adolescents with polycystic ovarian syndrome. J Pediatr Endocrinol Metab. 2015;28(7-8):853-8.",primary_citation,,Al-Zubeidi H,2015,"Al-Zubeidi H et al., 2015",10.1515/jpem-2014-0283,,,,,Randomized clinical trial evaluating metformin versus oral contraceptive pills in the treatment of adolescents with polycystic ovarian syndrome,pmid:25781525,10.1515/jpem-2014-0283
4.0,4.2 / 4.3,706,85.0,"Amiri M, Nahidi F, Bidhendi-Yarandi R, Khalili D, Tohidi M, Ramezani Tehrani F. A comparison of the effects of oral contraceptives on the clinical and biochemical manifestations of polycystic ovary syndrome: a crossover randomized controlled trial. Human reproduction (Oxford, England). 2020;35(1):175-86.",primary_citation,,Amiri M,2020,"Amiri M et al., 2020",10.1093/humrep/dez255,,,,,A comparison of the effects of oral contraceptives on the clinical and biochemical manifestations of polycystic ovary syndrome: a crossover randomized controlled trial,pmid:31916574,10.1093/humrep/dez255
4.0,4.2 / 4.3,707,85.0,"Amiri M, Rahmati M, Hedayati M, Nahidi F, Ramezani Tehrani F. Effects of oral contraceptives on serum concentrations of adipokines and adiposity indices of women with polycystic ovary syndrome: a randomized controlled trial. J Endocrinol Invest. 2021;44(3):567-80.",primary_citation,,Amiri M,2021,"Amiri M et al., 2021",10.1007/s40618-020-01349-8,,,,,Effects of oral contraceptives on serum concentrations of adipokines and adiposity indices of women with polycystic ovary syndrome: a randomized controlled trial,pmid:34403133,10.1007/s40618-020-01349-8
4.0,4.2 / 4.3,708,85.0,"Bhattacharya SM, Jha A. Comparative study of the therapeutic effects of oral contraceptive pills containing desogestrel, cyproterone acetate, and drospirenone in patients with polycystic ovary syndrome. Fertility and sterility. 2012;98(4):1053-9.",primary_citation,,Bhattacharya SM,2012,"Bhattacharya SM et al., 2012",10.1016/j.fertnstert.2012.06.035,,,,,"Comparative study of the therapeutic effects of oral contraceptive pills containing desogestrel, cyproterone acetate, and drospirenone in patients with polycystic ovary syndrome",pmid:22795636,10.1016/j.fertnstert.2012.06.035
